Name	Resp.	WhiteNoise	time offset	EL	XEL	Frequency
A_03_5753	1.0	0.0	0.0	-0.0435	-0.033	883.0
A_03_5794	1.0	0.0	0.0	-0.029	-0.033	883.0
A_03_5862	1.0	0.0	0.0	-0.0145	-0.033	883.0
A_03_5967	1.0	0.0	0.0	0.0	-0.033	883.0
A_03_5974	1.0	0.0	0.0	0.0145	-0.033	883.0
A_03_6049	1.0	0.0	0.0	0.029	-0.033	883.0
A_03_6054	1.0	0.0	0.0	0.0435	-0.033	883.0
A_03_6211	1.0	0.0	0.0	0.058	-0.033	883.0
A_03_6267	1.0	0.0	0.0	-0.0725	-0.033	887.0
A_03_6311	1.0	0.0	0.0	-0.058	-0.033	887.0
A_03_6528	1.0	0.0	0.0	-0.0435	-0.033	887.0
A_03_6548	1.0	0.0	0.0	-0.029	-0.033	887.0
A_03_6592	1.0	0.0	0.0	-0.0145	-0.033	887.0
A_03_6653	1.0	0.0	0.0	0.0	-0.033	887.0
A_03_6658	1.0	0.0	0.0	0.0145	-0.033	887.0
A_03_6691	1.0	0.0	0.0	0.029	-0.033	887.0
A_03_6745	1.0	0.0	0.0	0.0435	-0.033	887.0
A_03_6755	1.0	0.0	0.0	0.058	-0.033	887.0
A_03_6888	1.0	0.0	0.0	-0.0725	-0.033	891.0
A_03_6939	1.0	0.0	0.0	-0.058	-0.033	891.0
A_03_7007	1.0	0.0	0.0	-0.0435	-0.033	891.0
A_03_7041	1.0	0.0	0.0	-0.029	-0.033	891.0
A_03_7066	1.0	0.0	0.0	-0.0145	-0.033	891.0
A_03_7119	1.0	0.0	0.0	0.0	-0.033	891.0
A_03_7144	1.0	0.0	0.0	0.0145	-0.033	891.0
A_03_7149	1.0	0.0	0.0	0.029	-0.033	891.0
A_03_7179	1.0	0.0	0.0	0.0435	-0.033	891.0
A_03_7239	1.0	0.0	0.0	0.058	-0.033	891.0
A_03_7541	1.0	0.0	0.0	-0.0725	-0.033	895.0
A_03_7711	1.0	0.0	0.0	-0.058	-0.033	895.0
A_03_8004	1.0	0.0	0.0	-0.0435	-0.033	895.0
A_03_8280	1.0	0.0	0.0	-0.029	-0.033	895.0
A_03_8288	1.0	0.0	0.0	-0.0145	-0.033	895.0
A_03_8308	1.0	0.0	0.0	0.0	-0.033	895.0
A_03_8346	1.0	0.0	0.0	0.0145	-0.033	895.0
A_03_8379	1.0	0.0	0.0	0.029	-0.033	895.0
A_03_8518	1.0	0.0	0.0	0.0435	-0.033	895.0
A_03_8666	1.0	0.0	0.0	0.058	-0.033	895.0
A_03_8785	1.0	0.0	0.0	-0.0725	-0.033	899.0
A_03_8808	1.0	0.0	0.0	-0.058	-0.033	899.0
A_03_8821	1.0	0.0	0.0	-0.0435	-0.033	899.0
A_03_8900	1.0	0.0	0.0	-0.029	-0.033	899.0
A_03_8938	1.0	0.0	0.0	-0.0145	-0.033	899.0
A_03_8977	1.0	0.0	0.0	0.0	-0.033	899.0
A_03_9038	1.0	0.0	0.0	0.0145	-0.033	899.0
A_03_9052	1.0	0.0	0.0	0.029	-0.033	899.0
A_03_9064	1.0	0.0	0.0	0.0435	-0.033	899.0
A_03_9083	1.0	0.0	0.0	0.058	-0.033	899.0
A_03_9086	1.0	0.0	0.0	-0.0725	-0.033	903.0
A_03_9173	1.0	0.0	0.0	-0.058	-0.033	903.0
A_03_9189	1.0	0.0	0.0	-0.0435	-0.033	903.0
A_03_9324	1.0	0.0	0.0	-0.029	-0.033	903.0
A_03_9446	1.0	0.0	0.0	-0.0145	-0.033	903.0
A_03_9512	1.0	0.0	0.0	0.0	-0.033	903.0
A_03_9543	1.0	0.0	0.0	0.0145	-0.033	903.0
A_03_9774	1.0	0.0	0.0	0.029	-0.033	903.0
A_03_9909	1.0	0.0	0.0	0.0435	-0.033	903.0
A_03_9932	1.0	0.0	0.0	0.058	-0.033	903.0
A_04_0090	1.0	0.0	0.0	-0.0725	-0.033	907.0
A_04_0096	1.0	0.0	0.0	-0.058	-0.033	907.0
A_04_0317	1.0	0.0	0.0	-0.0435	-0.033	907.0
A_04_0320	1.0	0.0	0.0	-0.029	-0.033	907.0
A_04_0333	1.0	0.0	0.0	-0.0145	-0.033	907.0
A_04_0400	1.0	0.0	0.0	0.0	-0.033	907.0
A_04_0441	1.0	0.0	0.0	0.0145	-0.033	907.0
A_04_0444	1.0	0.0	0.0	0.029	-0.033	907.0
A_04_0475	1.0	0.0	0.0	0.0435	-0.033	907.0
A_04_0508	1.0	0.0	0.0	0.058	-0.033	907.0
A_04_0659	1.0	0.0	0.0	-0.0725	-0.033	911.0
A_04_0757	1.0	0.0	0.0	-0.058	-0.033	911.0
A_04_0822	1.0	0.0	0.0	-0.0435	-0.033	911.0
A_04_0823	1.0	0.0	0.0	-0.029	-0.033	911.0
A_04_0853	1.0	0.0	0.0	-0.0145	-0.033	911.0
A_04_1020	1.0	0.0	0.0	0.0	-0.033	911.0
A_04_1052	1.0	0.0	0.0	0.0145	-0.033	911.0
A_04_1124	1.0	0.0	0.0	0.029	-0.033	911.0
A_04_1193	1.0	0.0	0.0	0.0435	-0.033	911.0
A_04_1269	1.0	0.0	0.0	0.058	-0.033	911.0
A_04_1320	1.0	0.0	0.0	-0.0725	-0.033	915.0
A_04_1341	1.0	0.0	0.0	-0.058	-0.033	915.0
A_04_1375	1.0	0.0	0.0	-0.0435	-0.033	915.0
A_04_1389	1.0	0.0	0.0	-0.029	-0.033	915.0
A_04_1530	1.0	0.0	0.0	-0.0145	-0.033	915.0
A_04_1746	1.0	0.0	0.0	0.0	-0.033	915.0
A_04_1988	1.0	0.0	0.0	0.0145	-0.033	915.0
A_04_2068	1.0	0.0	0.0	0.029	-0.033	915.0
A_04_2091	1.0	0.0	0.0	0.0435	-0.033	915.0
A_04_2184	1.0	0.0	0.0	0.058	-0.033	915.0
A_04_2223	1.0	0.0	0.0	-0.0725	-0.033	919.0
A_04_2267	1.0	0.0	0.0	-0.058	-0.033	919.0
A_04_2414	1.0	0.0	0.0	-0.0435	-0.033	919.0
A_04_2417	1.0	0.0	0.0	-0.029	-0.033	919.0
A_04_2471	1.0	0.0	0.0	-0.0145	-0.033	919.0
A_04_2496	1.0	0.0	0.0	0.0	-0.033	919.0
A_04_2503	1.0	0.0	0.0	0.0145	-0.033	919.0
A_04_2607	1.0	0.0	0.0	0.029	-0.033	919.0
A_04_2704	1.0	0.0	0.0	0.0435	-0.033	919.0
A_04_2780	1.0	0.0	0.0	0.058	-0.033	919.0
A_04_2881	1.0	0.0	0.0	-0.0725	-0.033	923.0
A_04_2977	1.0	0.0	0.0	-0.058	-0.033	923.0
A_04_3185	1.0	0.0	0.0	-0.0435	-0.033	923.0
A_04_3262	1.0	0.0	0.0	-0.029	-0.033	923.0
A_04_3266	1.0	0.0	0.0	-0.0145	-0.033	923.0
A_04_3388	1.0	0.0	0.0	0.0	-0.033	923.0
A_04_3443	1.0	0.0	0.0	0.0145	-0.033	923.0
A_04_3467	1.0	0.0	0.0	0.029	-0.033	923.0
A_04_3501	1.0	0.0	0.0	0.0435	-0.033	923.0
A_04_3505	1.0	0.0	0.0	0.058	-0.033	923.0
A_04_3585	1.0	0.0	0.0	-0.0725	-0.033	927.0
A_04_3595	1.0	0.0	0.0	-0.058	-0.033	927.0
A_04_3613	1.0	0.0	0.0	-0.0435	-0.033	927.0
A_04_3673	1.0	0.0	0.0	-0.029	-0.033	927.0
A_04_3680	1.0	0.0	0.0	-0.0145	-0.033	927.0
A_04_3788	1.0	0.0	0.0	0.0	-0.033	927.0
A_04_3841	1.0	0.0	0.0	0.0145	-0.033	927.0
A_04_3848	1.0	0.0	0.0	0.029	-0.033	927.0
A_04_3908	1.0	0.0	0.0	0.0435	-0.033	927.0
A_04_3919	1.0	0.0	0.0	0.058	-0.033	927.0
A_04_3997	1.0	0.0	0.0	-0.0725	-0.033	931.0
A_04_4011	1.0	0.0	0.0	-0.058	-0.033	931.0
A_04_4050	1.0	0.0	0.0	-0.0435	-0.033	931.0
A_04_4051	1.0	0.0	0.0	-0.029	-0.033	931.0
A_04_4082	1.0	0.0	0.0	-0.0145	-0.033	931.0
A_04_4133	1.0	0.0	0.0	0.0	-0.033	931.0
A_04_4246	1.0	0.0	0.0	0.0145	-0.033	931.0
A_04_4262	1.0	0.0	0.0	0.029	-0.033	931.0
A_04_4451	1.0	0.0	0.0	0.0435	-0.033	931.0
A_04_4471	1.0	0.0	0.0	0.058	-0.033	931.0
A_04_4499	1.0	0.0	0.0	-0.0725	-0.033	935.0
A_04_4543	1.0	0.0	0.0	-0.058	-0.033	935.0
A_04_4558	1.0	0.0	0.0	-0.0435	-0.033	935.0
A_04_4649	1.0	0.0	0.0	-0.029	-0.033	935.0
A_04_4681	1.0	0.0	0.0	-0.0145	-0.033	935.0
A_04_4892	1.0	0.0	0.0	0.0	-0.033	935.0
A_04_5085	1.0	0.0	0.0	0.0145	-0.033	935.0
A_04_5198	1.0	0.0	0.0	0.029	-0.033	935.0
A_04_5238	1.0	0.0	0.0	0.0435	-0.033	935.0
A_04_5279	1.0	0.0	0.0	0.058	-0.033	935.0
A_04_5355	1.0	0.0	0.0	-0.0725	-0.033	939.0
A_04_5363	1.0	0.0	0.0	-0.058	-0.033	939.0
A_04_5421	1.0	0.0	0.0	-0.0435	-0.033	939.0
A_04_5491	1.0	0.0	0.0	-0.029	-0.033	939.0
A_04_5502	1.0	0.0	0.0	-0.0145	-0.033	939.0
A_04_5507	1.0	0.0	0.0	0.0	-0.033	939.0
A_04_5529	1.0	0.0	0.0	0.0145	-0.033	939.0
A_04_5733	1.0	0.0	0.0	0.029	-0.033	939.0
A_04_5763	1.0	0.0	0.0	0.0435	-0.033	939.0
A_04_6211	1.0	0.0	0.0	0.058	-0.033	939.0
A_04_6232	1.0	0.0	0.0	-0.0725	-0.033	943.0
A_04_6275	1.0	0.0	0.0	-0.058	-0.033	943.0
A_04_6291	1.0	0.0	0.0	-0.0435	-0.033	943.0
A_04_6371	1.0	0.0	0.0	-0.029	-0.033	943.0
A_04_6381	1.0	0.0	0.0	-0.0145	-0.033	943.0
A_04_6389	1.0	0.0	0.0	0.0	-0.033	943.0
A_04_6455	1.0	0.0	0.0	0.0145	-0.033	943.0
A_04_6547	1.0	0.0	0.0	0.029	-0.033	943.0
A_04_6624	1.0	0.0	0.0	0.0435	-0.033	943.0
A_04_6678	1.0	0.0	0.0	0.058	-0.033	943.0
A_04_6790	1.0	0.0	0.0	-0.0725	-0.033	947.0
A_04_6797	1.0	0.0	0.0	-0.058	-0.033	947.0
A_04_6812	1.0	0.0	0.0	-0.0435	-0.033	947.0
A_04_6865	1.0	0.0	0.0	-0.029	-0.033	947.0
A_04_6883	1.0	0.0	0.0	-0.0145	-0.033	947.0
A_04_6906	1.0	0.0	0.0	0.0	-0.033	947.0
A_04_6965	1.0	0.0	0.0	0.0145	-0.033	947.0
A_04_6991	1.0	0.0	0.0	0.029	-0.033	947.0
A_04_7022	1.0	0.0	0.0	0.0435	-0.033	947.0
A_04_7043	1.0	0.0	0.0	0.058	-0.033	947.0
A_04_7140	1.0	0.0	0.0	-0.0725	-0.033	951.0
A_04_7206	1.0	0.0	0.0	-0.058	-0.033	951.0
A_04_7238	1.0	0.0	0.0	-0.0435	-0.033	951.0
A_04_7244	1.0	0.0	0.0	-0.029	-0.033	951.0
A_04_7251	1.0	0.0	0.0	-0.0145	-0.033	951.0
A_04_7305	1.0	0.0	0.0	0.0	-0.033	951.0
A_04_7373	1.0	0.0	0.0	0.0145	-0.033	951.0
A_04_7449	1.0	0.0	0.0	0.029	-0.033	951.0
A_04_7461	1.0	0.0	0.0	0.0435	-0.033	951.0
A_04_7478	1.0	0.0	0.0	0.058	-0.033	951.0
A_04_7564	1.0	0.0	0.0	-0.0725	-0.033	955.0
A_04_7611	1.0	0.0	0.0	-0.058	-0.033	955.0
A_04_7612	1.0	0.0	0.0	-0.0435	-0.033	955.0
A_04_7618	1.0	0.0	0.0	-0.029	-0.033	955.0
A_04_7633	1.0	0.0	0.0	-0.0145	-0.033	955.0
A_04_7657	1.0	0.0	0.0	0.0	-0.033	955.0
A_04_7705	1.0	0.0	0.0	0.0145	-0.033	955.0
A_04_7752	1.0	0.0	0.0	0.029	-0.033	955.0
A_04_7758	1.0	0.0	0.0	0.0435	-0.033	955.0
A_04_7777	1.0	0.0	0.0	0.058	-0.033	955.0
A_04_7784	1.0	0.0	0.0	-0.0725	-0.033	959.0
A_04_7814	1.0	0.0	0.0	-0.058	-0.033	959.0
A_04_7939	1.0	0.0	0.0	-0.0435	-0.033	959.0
A_04_7956	1.0	0.0	0.0	-0.029	-0.033	959.0
A_04_7999	1.0	0.0	0.0	-0.0145	-0.033	959.0
A_04_8099	1.0	0.0	0.0	0.0	-0.033	959.0
A_04_8270	1.0	0.0	0.0	0.0145	-0.033	959.0
A_04_8375	1.0	0.0	0.0	0.029	-0.033	959.0
A_04_8445	1.0	0.0	0.0	0.0435	-0.033	959.0
A_04_8486	1.0	0.0	0.0	0.058	-0.033	959.0
A_04_8540	1.0	0.0	0.0	-0.0725	-0.033	963.0
A_04_8702	1.0	0.0	0.0	-0.058	-0.033	963.0
A_04_8751	1.0	0.0	0.0	-0.0435	-0.033	963.0
A_04_8818	1.0	0.0	0.0	-0.029	-0.033	963.0
A_04_8837	1.0	0.0	0.0	-0.0145	-0.033	963.0
A_04_8849	1.0	0.0	0.0	0.0	-0.033	963.0
A_04_8890	1.0	0.0	0.0	0.0145	-0.033	963.0
A_04_8947	1.0	0.0	0.0	0.029	-0.033	963.0
A_04_8976	1.0	0.0	0.0	0.0435	-0.033	963.0
A_04_9132	1.0	0.0	0.0	0.058	-0.033	963.0
A_04_9157	1.0	0.0	0.0	-0.0725	-0.033	967.0
A_04_9246	1.0	0.0	0.0	-0.058	-0.033	967.0
A_04_9431	1.0	0.0	0.0	-0.0435	-0.033	967.0
A_04_9432	1.0	0.0	0.0	-0.029	-0.033	967.0
A_04_9502	1.0	0.0	0.0	-0.0145	-0.033	967.0
A_04_9569	1.0	0.0	0.0	0.0	-0.033	967.0
A_04_9697	1.0	0.0	0.0	0.0145	-0.033	967.0
A_04_9755	1.0	0.0	0.0	0.029	-0.033	967.0
A_04_9883	1.0	0.0	0.0	0.0435	-0.033	967.0
A_04_9939	1.0	0.0	0.0	0.058	-0.033	967.0
A_05_0166	1.0	0.0	0.0	-0.091	0.033	971.0
A_05_0200	1.0	0.0	0.0	-0.0728	0.033	971.0
A_05_0207	1.0	0.0	0.0	-0.0546	0.033	971.0
A_05_0231	1.0	0.0	0.0	-0.0364	0.033	971.0
A_05_0282	1.0	0.0	0.0	-0.0182	0.033	971.0
A_05_0420	1.0	0.0	0.0	0.0	0.033	971.0
A_05_0470	1.0	0.0	0.0	0.0182	0.033	971.0
A_05_0672	1.0	0.0	0.0	0.0364	0.033	971.0
A_05_0745	1.0	0.0	0.0	0.0546	0.033	971.0
A_05_0841	1.0	0.0	0.0	0.0728	0.033	971.0
A_05_0893	1.0	0.0	0.0	-0.091	0.033	975.0
A_05_1070	1.0	0.0	0.0	-0.0728	0.033	975.0
A_05_1129	1.0	0.0	0.0	-0.0546	0.033	975.0
A_05_1213	1.0	0.0	0.0	-0.0364	0.033	975.0
A_05_1245	1.0	0.0	0.0	-0.0182	0.033	975.0
A_05_1402	1.0	0.0	0.0	0.0	0.033	975.0
A_05_1419	1.0	0.0	0.0	0.0182	0.033	975.0
A_05_1524	1.0	0.0	0.0	0.0364	0.033	975.0
A_05_1647	1.0	0.0	0.0	0.0546	0.033	975.0
A_05_1669	1.0	0.0	0.0	0.0728	0.033	975.0
A_05_1680	1.0	0.0	0.0	-0.091	0.033	979.0
A_05_1729	1.0	0.0	0.0	-0.0728	0.033	979.0
A_05_1771	1.0	0.0	0.0	-0.0546	0.033	979.0
A_05_1869	1.0	0.0	0.0	-0.0364	0.033	979.0
A_05_1874	1.0	0.0	0.0	-0.0182	0.033	979.0
A_05_1876	1.0	0.0	0.0	0.0	0.033	979.0
A_05_1958	1.0	0.0	0.0	0.0182	0.033	979.0
A_05_1976	1.0	0.0	0.0	0.0364	0.033	979.0
A_05_1983	1.0	0.0	0.0	0.0546	0.033	979.0
A_05_2068	1.0	0.0	0.0	0.0728	0.033	979.0
A_05_2073	1.0	0.0	0.0	-0.091	0.033	983.0
A_05_2506	1.0	0.0	0.0	-0.0728	0.033	983.0
A_05_2683	1.0	0.0	0.0	-0.0546	0.033	983.0
A_05_2749	1.0	0.0	0.0	-0.0364	0.033	983.0
A_05_2885	1.0	0.0	0.0	-0.0182	0.033	983.0
A_05_2939	1.0	0.0	0.0	0.0	0.033	983.0
A_05_2979	1.0	0.0	0.0	0.0182	0.033	983.0
A_05_3020	1.0	0.0	0.0	0.0364	0.033	983.0
A_05_3033	1.0	0.0	0.0	0.0546	0.033	983.0
A_05_3130	1.0	0.0	0.0	0.0728	0.033	983.0
A_05_3138	1.0	0.0	0.0	-0.091	0.033	987.0
A_05_3155	1.0	0.0	0.0	-0.0728	0.033	987.0
A_05_3180	1.0	0.0	0.0	-0.0546	0.033	987.0
A_05_3249	1.0	0.0	0.0	-0.0364	0.033	987.0
A_05_3475	1.0	0.0	0.0	-0.0182	0.033	987.0
A_05_3545	1.0	0.0	0.0	0.0	0.033	987.0
A_05_3571	1.0	0.0	0.0	0.0182	0.033	987.0
A_05_3630	1.0	0.0	0.0	0.0364	0.033	987.0
A_05_3727	1.0	0.0	0.0	0.0546	0.033	987.0
A_05_3777	1.0	0.0	0.0	0.0728	0.033	987.0
A_05_3937	1.0	0.0	0.0	-0.091	0.033	991.0
A_05_3954	1.0	0.0	0.0	-0.0728	0.033	991.0
A_05_3978	1.0	0.0	0.0	-0.0546	0.033	991.0
A_05_3986	1.0	0.0	0.0	-0.0364	0.033	991.0
A_05_3995	1.0	0.0	0.0	-0.0182	0.033	991.0
A_05_4022	1.0	0.0	0.0	0.0	0.033	991.0
A_05_4118	1.0	0.0	0.0	0.0182	0.033	991.0
A_05_4136	1.0	0.0	0.0	0.0364	0.033	991.0
A_05_4198	1.0	0.0	0.0	0.0546	0.033	991.0
A_05_4232	1.0	0.0	0.0	0.0728	0.033	991.0
A_05_4397	1.0	0.0	0.0	-0.091	0.033	995.0
A_05_4425	1.0	0.0	0.0	-0.0728	0.033	995.0
A_05_4438	1.0	0.0	0.0	-0.0546	0.033	995.0
A_05_4494	1.0	0.0	0.0	-0.0364	0.033	995.0
A_05_4526	1.0	0.0	0.0	-0.0182	0.033	995.0
A_05_4530	1.0	0.0	0.0	0.0	0.033	995.0
A_05_4569	1.0	0.0	0.0	0.0182	0.033	995.0
A_05_4581	1.0	0.0	0.0	0.0364	0.033	995.0
A_05_4636	1.0	0.0	0.0	0.0546	0.033	995.0
A_05_4658	1.0	0.0	0.0	0.0728	0.033	995.0
A_05_4786	1.0	0.0	0.0	-0.091	0.033	999.0
A_05_4820	1.0	0.0	0.0	-0.0728	0.033	999.0
A_05_4853	1.0	0.0	0.0	-0.0546	0.033	999.0
A_05_4941	1.0	0.0	0.0	-0.0364	0.033	999.0
A_05_4952	1.0	0.0	0.0	-0.0182	0.033	999.0
A_05_5016	1.0	0.0	0.0	0.0	0.033	999.0
A_05_5023	1.0	0.0	0.0	0.0182	0.033	999.0
A_05_5096	1.0	0.0	0.0	0.0364	0.033	999.0
A_05_5111	1.0	0.0	0.0	0.0546	0.033	999.0
A_05_5169	1.0	0.0	0.0	0.0728	0.033	999.0
A_05_5280	1.0	0.0	0.0	-0.091	0.033	1003.0
A_05_5325	1.0	0.0	0.0	-0.0728	0.033	1003.0
A_05_5419	1.0	0.0	0.0	-0.0546	0.033	1003.0
A_05_5511	1.0	0.0	0.0	-0.0364	0.033	1003.0
A_05_5576	1.0	0.0	0.0	-0.0182	0.033	1003.0
A_05_5582	1.0	0.0	0.0	0.0	0.033	1003.0
A_05_5590	1.0	0.0	0.0	0.0182	0.033	1003.0
A_05_5632	1.0	0.0	0.0	0.0364	0.033	1003.0
A_05_5688	1.0	0.0	0.0	0.0546	0.033	1003.0
A_05_5764	1.0	0.0	0.0	0.0728	0.033	1003.0
A_05_5813	1.0	0.0	0.0	-0.091	0.033	1007.0
A_05_5912	1.0	0.0	0.0	-0.0728	0.033	1007.0
A_05_5934	1.0	0.0	0.0	-0.0546	0.033	1007.0
A_05_6043	1.0	0.0	0.0	-0.0364	0.033	1007.0
A_05_6046	1.0	0.0	0.0	-0.0182	0.033	1007.0
A_05_6071	1.0	0.0	0.0	0.0	0.033	1007.0
A_05_6149	1.0	0.0	0.0	0.0182	0.033	1007.0
A_05_6209	1.0	0.0	0.0	0.0364	0.033	1007.0
A_05_6498	1.0	0.0	0.0	0.0546	0.033	1007.0
A_05_6565	1.0	0.0	0.0	0.0728	0.033	1007.0
A_05_6625	1.0	0.0	0.0	-0.091	0.033	1011.0
A_05_6658	1.0	0.0	0.0	-0.0728	0.033	1011.0
A_05_6882	1.0	0.0	0.0	-0.0546	0.033	1011.0
A_05_6971	1.0	0.0	0.0	-0.0364	0.033	1011.0
A_05_7018	1.0	0.0	0.0	-0.0182	0.033	1011.0
A_05_7102	1.0	0.0	0.0	0.0	0.033	1011.0
A_05_7135	1.0	0.0	0.0	0.0182	0.033	1011.0
A_05_7136	1.0	0.0	0.0	0.0364	0.033	1011.0
A_05_7216	1.0	0.0	0.0	0.0546	0.033	1011.0
A_05_7342	1.0	0.0	0.0	0.0728	0.033	1011.0
A_05_7385	1.0	0.0	0.0	-0.091	0.033	1015.0
A_05_7434	1.0	0.0	0.0	-0.0728	0.033	1015.0
A_05_7532	1.0	0.0	0.0	-0.0546	0.033	1015.0
A_05_7613	1.0	0.0	0.0	-0.0364	0.033	1015.0
A_05_7616	1.0	0.0	0.0	-0.0182	0.033	1015.0
A_05_7619	1.0	0.0	0.0	0.0	0.033	1015.0
A_05_7690	1.0	0.0	0.0	0.0182	0.033	1015.0
A_05_7753	1.0	0.0	0.0	0.0364	0.033	1015.0
A_05_7800	1.0	0.0	0.0	0.0546	0.033	1015.0
A_05_7827	1.0	0.0	0.0	0.0728	0.033	1015.0
A_05_7843	1.0	0.0	0.0	-0.091	0.033	1019.0
A_05_7921	1.0	0.0	0.0	-0.0728	0.033	1019.0
A_05_7933	1.0	0.0	0.0	-0.0546	0.033	1019.0
A_05_7988	1.0	0.0	0.0	-0.0364	0.033	1019.0
A_05_8004	1.0	0.0	0.0	-0.0182	0.033	1019.0
A_05_8031	1.0	0.0	0.0	0.0	0.033	1019.0
A_05_8041	1.0	0.0	0.0	0.0182	0.033	1019.0
A_05_8042	1.0	0.0	0.0	0.0364	0.033	1019.0
A_05_8056	1.0	0.0	0.0	0.0546	0.033	1019.0
A_05_8098	1.0	0.0	0.0	0.0728	0.033	1019.0
A_05_8289	1.0	0.0	0.0	-0.091	0.033	1023.0
A_05_8464	1.0	0.0	0.0	-0.0728	0.033	1023.0
A_05_8548	1.0	0.0	0.0	-0.0546	0.033	1023.0
A_05_8595	1.0	0.0	0.0	-0.0364	0.033	1023.0
A_05_8698	1.0	0.0	0.0	-0.0182	0.033	1023.0
A_05_8728	1.0	0.0	0.0	0.0	0.033	1023.0
A_05_8751	1.0	0.0	0.0	0.0182	0.033	1023.0
A_05_8779	1.0	0.0	0.0	0.0364	0.033	1023.0
A_05_8817	1.0	0.0	0.0	0.0546	0.033	1023.0
A_05_9017	1.0	0.0	0.0	0.0728	0.033	1023.0
A_05_9066	1.0	0.0	0.0	-0.091	0.033	1027.0
A_05_9068	1.0	0.0	0.0	-0.0728	0.033	1027.0
A_05_9096	1.0	0.0	0.0	-0.0546	0.033	1027.0
A_05_9106	1.0	0.0	0.0	-0.0364	0.033	1027.0
A_05_9240	1.0	0.0	0.0	-0.0182	0.033	1027.0
A_05_9272	1.0	0.0	0.0	0.0	0.033	1027.0
A_05_9336	1.0	0.0	0.0	0.0182	0.033	1027.0
A_05_9405	1.0	0.0	0.0	0.0364	0.033	1027.0
A_05_9433	1.0	0.0	0.0	0.0546	0.033	1027.0
A_05_9481	1.0	0.0	0.0	0.0728	0.033	1027.0
A_05_9528	1.0	0.0	0.0	-0.091	0.033	1031.0
A_05_9659	1.0	0.0	0.0	-0.0728	0.033	1031.0
A_05_9700	1.0	0.0	0.0	-0.0546	0.033	1031.0
A_05_9707	1.0	0.0	0.0	-0.0364	0.033	1031.0
A_05_9767	1.0	0.0	0.0	-0.0182	0.033	1031.0
A_05_9777	1.0	0.0	0.0	0.0	0.033	1031.0
A_05_9837	1.0	0.0	0.0	0.0182	0.033	1031.0
A_05_9926	1.0	0.0	0.0	0.0364	0.033	1031.0
A_05_9949	1.0	0.0	0.0	0.0546	0.033	1031.0
A_05_9999	1.0	0.0	0.0	0.0728	0.033	1031.0
A_06_0018	1.0	0.0	0.0	-0.091	0.033	1035.0
A_06_0043	1.0	0.0	0.0	-0.0728	0.033	1035.0
A_06_0224	1.0	0.0	0.0	-0.0546	0.033	1035.0
A_06_0339	1.0	0.0	0.0	-0.0364	0.033	1035.0
A_06_0423	1.0	0.0	0.0	-0.0182	0.033	1035.0
A_06_0472	1.0	0.0	0.0	0.0	0.033	1035.0
A_06_0534	1.0	0.0	0.0	0.0182	0.033	1035.0
A_06_0601	1.0	0.0	0.0	0.0364	0.033	1035.0
A_06_0653	1.0	0.0	0.0	0.0546	0.033	1035.0
A_06_0659	1.0	0.0	0.0	0.0728	0.033	1035.0
A_06_0845	1.0	0.0	0.0	-0.091	0.033	1039.0
A_06_0878	1.0	0.0	0.0	-0.0728	0.033	1039.0
A_06_0888	1.0	0.0	0.0	-0.0546	0.033	1039.0
A_06_0977	1.0	0.0	0.0	-0.0364	0.033	1039.0
A_06_0986	1.0	0.0	0.0	-0.0182	0.033	1039.0
A_06_1166	1.0	0.0	0.0	0.0	0.033	1039.0
A_06_1169	1.0	0.0	0.0	0.0182	0.033	1039.0
A_06_1229	1.0	0.0	0.0	0.0364	0.033	1039.0
A_06_1317	1.0	0.0	0.0	0.0546	0.033	1039.0
A_06_1330	1.0	0.0	0.0	0.0728	0.033	1039.0
A_06_1395	1.0	0.0	0.0	-0.091	0.033	1043.0
A_06_1442	1.0	0.0	0.0	-0.0728	0.033	1043.0
A_06_1494	1.0	0.0	0.0	-0.0546	0.033	1043.0
A_06_1496	1.0	0.0	0.0	-0.0364	0.033	1043.0
A_06_1527	1.0	0.0	0.0	-0.0182	0.033	1043.0
A_06_1625	1.0	0.0	0.0	0.0	0.033	1043.0
A_06_1713	1.0	0.0	0.0	0.0182	0.033	1043.0
A_06_1858	1.0	0.0	0.0	0.0364	0.033	1043.0
A_06_1880	1.0	0.0	0.0	0.0546	0.033	1043.0
A_06_1899	1.0	0.0	0.0	0.0728	0.033	1043.0
A_06_1924	1.0	0.0	0.0	-0.091	0.033	1047.0
A_06_1940	1.0	0.0	0.0	-0.0728	0.033	1047.0
A_06_1989	1.0	0.0	0.0	-0.0546	0.033	1047.0
A_06_2037	1.0	0.0	0.0	-0.0364	0.033	1047.0
A_06_2146	1.0	0.0	0.0	-0.0182	0.033	1047.0
A_06_2330	1.0	0.0	0.0	0.0	0.033	1047.0
A_06_2441	1.0	0.0	0.0	0.0182	0.033	1047.0
A_06_2444	1.0	0.0	0.0	0.0364	0.033	1047.0
A_06_2485	1.0	0.0	0.0	0.0546	0.033	1047.0
A_06_2522	1.0	0.0	0.0	0.0728	0.033	1047.0
A_06_2564	1.0	0.0	0.0	-0.091	0.033	1051.0
A_06_2573	1.0	0.0	0.0	-0.0728	0.033	1051.0
A_06_2594	1.0	0.0	0.0	-0.0546	0.033	1051.0
A_06_2634	1.0	0.0	0.0	-0.0364	0.033	1051.0
A_06_2718	1.0	0.0	0.0	-0.0182	0.033	1051.0
